recibido,marca_cliente,alumno,sesion,ejercicio,evento,intento,detalle
2026-10-10T19:06:16+00:00,2026-10-10T19:06:16+00:00,A20,S1,auto5,incorrecto,4,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:06:25+00:00,2026-10-10T19:06:25+00:00,A06,S1,auto3,incorrecto,2,"`numero_pasos` vale 5.4914e+06, pero no es el valor esperado. Tu resultado difiere por un factor de 100: revisa las conversiones de unidades."
2026-10-10T19:07:34+00:00,2026-10-10T19:07:34+00:00,A05,S1,auto5,incorrecto,3,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:09:07+00:00,2026-10-10T19:09:07+00:00,A05,S1,auto5,incorrecto,4,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:09:57+00:00,2026-10-10T19:09:57+00:00,A05,S1,auto5,solucion,4,
2026-10-10T19:10:26+00:00,2026-10-10T19:10:26+00:00,A05,S1,auto5,incorrecto,5,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:10:29+00:00,2026-10-10T19:10:29+00:00,A06,S1,auto3,correcto,3,
2026-10-10T19:10:52+00:00,2026-10-10T19:10:52+00:00,A20,S1,auto5,incorrecto,5,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:12:35+00:00,2026-10-10T19:12:35+00:00,A05,S1,auto5,incorrecto,6,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
2026-10-10T19:13:41+00:00,2026-10-10T19:13:41+00:00,A20,S1,auto5,incorrecto,6,"`calcular_delta_g(206.1, 215, 298.15)` devolvió -63896.1, pero se esperaba 141.998."
